Date,priceA,priceB,action,abs_return_A,pct_return_A,abs_return_B,pct_return_B,spread,interest_rate,spy,vix,port_val,,,,,,,,,
19-03-2002,15.385101,7.964804,hold,0,0,0,0,7.420297,1.67,87.334468,18.16,100000,,,,,year,EV(SPY),EV(DRL),RR%(SPY),RR%(DRL)
20-03-2002,15.25356,7.907204,sell,0,0,0,0,7.346356,1.78,85.691138,18.459999,100000,,,,,2001,100000,100000,,
21-03-2002,15.732371,8.089605,hold,0,0,0,0,7.642766,1.74,85.72832,18.15,99970.359,,,,,2002,77580,102078,-22.42,2.08
22-03-2002,15.779726,8.016004,hold,0,0,0,0,7.763722,1.68,85.542423,17.77,99958.2634,,,,,2003,99444,102488,24.18,0.35
25-03-2002,15.811296,7.977604,sell,0,0,0,0,7.833692,1.75,84.479091,18.48,99951.2664,,,,,2004,110082,103353,10.75,0.8
26-03-2002,15.858651,8.073604,hold,0,0,0,0,7.785047,1.71,84.969856,18.129999,99960.9954,,,,,2005,115397,102740,5.32,-0.52
27-03-2002,16.000716,8.089605,buy,-74.7156,-0.048982401,18.2401,0.023067699,7.911111,1.69,85.192935,17.700001,99935.7826,,,,,2006,133682,101826,15.85,-1.16
28-03-2002,16.100688,7.961604,hold,0,0,0,0,8.139084,1.77,85.155753,17.4,99912.9853,,,,,2007,140562,99481,5.15,-2.27
01-04-2002,16.005978,8.003204,hold,0,0,0,0,8.002774,1.88,85.192935,18.73,99926.6163,,,,,2008,88842,104962,-36.21,5.02
02-04-2002,16.216444,7.952004,hold,0,0,0,0,8.26444,1.74,84.724476,19.16,99900.4497,,,,,2009,112254,107322,22.65,4.3
03-04-2002,16.174351,7.980804,sell,0,0,0,0,8.193547,1.81,84.129603,20.200001,99907.539,,,,,2010,192155,110522,13.14,2.82
04-04-2002,16.248014,8.073604,buy,-43.6718,-0.027620633,9.6,0.012033688,8.17441,1.74,83.780116,19.780001,99911.3664,,,,,2011,131602,112859,0.85,2.43
05-04-2002,16.211182,8.016004,hold,0,0,0,0,8.195178,1.7,83.794991,19.129999,99909.2896,,,,,2012,152646,111309,15.42,-1.37
08-04-2002,16.337462,8.044804,sell,0,0,0,0,8.292658,1.72,83.97345,19.610001,99899.5416,,,,,2013,201962,99856,29,-10.77
09-04-2002,16.263799,8.003204,buy,-8.9448,-0.005530237,2.24,0.002806735,8.260595,1.68,83.386015,19.469999,99905.9542,,,,,2014,229154,135694,14.56,38.65
10-04-2002,16.342724,8.028804,buy,-0.5262,-0.000322082,-1.6,-0.001988861,8.31392,1.73,84.330375,18.190001,99900.6217,,,,,2015,231983,231034,1.29,71.07
11-04-2002,16.326939,7.888004,buy,0,0,0,0,8.438935,1.83,82.23345,20.299999,99900.6217,,,,,2016,259816,461413,13.59,103.58
12-04-2002,16.384817,8.086404,sell,5.7878,0.003544939,-19.84,-0.025152117,8.298413,1.79,82.85063,19.42,99886.5695,,,,,,,,,
15-04-2002,16.358509,8.012805,buy,0,0,0,0,8.345704,1.84,82.218581,19.82,99886.5695,,,,,,,,,
16-04-2002,16.574237,8.089605,sell,21.5728,0.01318751,-7.68,-0.009584659,8.484632,1.68,84.174217,18.110001,99900.4623,,,,,,,,,
17-04-2002,16.784704,8.064005,hold,0,0,0,0,8.720699,1.73,83.995757,18.43,99900.4623,,,,,,,,,
18-04-2002,16.800489,8.144005,buy,0,0,0,0,8.656484,1.71,83.6314,19.290001,99900.4623,,,,,,,,,
19-04-2002,16.768919,8.236804,buy,0,0,0,0,8.532115,1.67,83.936269,18.299999,99888.0254,,,,,,,,,
22-04-2002,16.689993,8.249605,sell,-11.0496,-0.006576951,-10.56,-0.012966593,8.440388,1.73,82.538324,19.77,99869.68,,,,,,,,,
23-04-2002,16.826797,8.288004,sell,5.7878,0.003451505,-5.12,-0.006216003,8.538793,1.71,82.181399,20.280001,99879.5205,,,,,,,,,
24-04-2002,16.779442,8.320004,buy,0,0,0,0,8.459438,1.76,81.356021,20.77,99879.5205,,,,,,,,,
25-04-2002,16.811012,8.220805,buy,0,0,0,0,8.590207,1.82,81.400635,20.950001,99892.5974,,,,,,,,,
26-04-2002,16.437434,8.105604,hold,0,0,0,0,8.33183,1.79,79.853969,22.139999,99840.922,,,,,,,,,
29-04-2002,16.574237,8.224005,buy,0,0,0,0,8.350232,1.81,79.459868,24.049999,99844.6024,,,,,,,,,
30-04-2002,16.811012,8.320004,buy,0,0,0,0,8.491008,1.82,80.203457,21.91,99886.8352,,,,,,,,,
01-05-2002,16.816273,8.348805,hold,0,0,0,0,8.467468,1.88,81.184993,20.059999,99877.4192,,,,,,,,,
02-05-2002,16.811012,8.393604,sell,3.157,0.001881469,-7.36,-0.00884615,8.417408,1.79,80.872688,20.07,99857.3952,,,,,,,,,
03-05-2002,16.784704,8.288004,sell,-2.6308,-0.001564927,-6.7199,-0.00817426,8.4967,1.73,79.995253,20.190001,99881.1828,,,,,,,,,
06-05-2002,16.632116,8.252805,sell,5.7879,0.003492106,-2.88,-0.003501943,8.379311,1.75,78.426281,22.559999,99857.705,,,,,,,,,
07-05-2002,16.416388,8.262404,hold,0,0,0,0,8.153984,1.72,78.151151,21.940001,99835.1723,,,,,,,,,
08-05-2002,16.405864,8.211204,buy,0,0,0,0,8.19466,1.71,81.058585,20.389999,99839.2399,,,,,,,,,
09-05-2002,16.337462,8.128004,buy,0,0,0,0,8.209458,1.74,80.121662,21.559999,99842.1995,,,,,,,,,
10-05-2002,16.274323,8.098976,buy,0,0,0,0,8.175347,1.74,78.612178,22.41,99831.9662,,,,,,,,,
13-05-2002,16.311154,8.186062,hold,0,0,0,0,8.125092,1.75,80.210894,20.719999,99811.8642,,,,,,,,,
14-05-2002,16.300631,8.224767,sell,-51.0381,-0.030359921,9.5237,0.011446749,8.075864,1.69,81.958326,19.35,99792.173,,,,,,,,,
15-05-2002,16.342724,8.20864,hold,0,0,0,0,8.134084,1.84,81.638583,19.190001,99809.639,,,,,,,,,
16-05-2002,16.074379,8.076399,buy,0,0,0,0,7.99798,1.76,82.062428,18.5,99768.8078,,,,,,,,,
17-05-2002,16.084902,8.079623,sell,-32.0962,-0.019563858,13.1581,0.016024568,8.005279,1.7,82.463967,17.700001,99771.7274,,,,,,,,,
20-05-2002,16.20066,8.153808,sell,-13.6802,-0.008373516,-2.5804,-0.003174703,8.046852,1.72,81.571657,19.24,99784.1993,,,,,,,,,
21-05-2002,16.216444,8.205414,buy,0,0,0,0,8.01103,1.68,80.828068,20.049999,99777.0349,,,,,,,,,
22-05-2002,16.311154,8.366684,hold,0,0,0,0,7.94447,1.73,81.006534,19.58,99757.0669,,,,,,,,,
23-05-2002,16.353247,8.463446,hold,0,0,0,0,7.889801,1.76,81.869094,18.23,99740.6662,,,,,,,,,
24-05-2002,16.390079,8.45377,hold,0,0,0,0,7.936309,1.75,80.820637,18.9,99754.6186,,,,,,,,,
28-05-2002,16.474265,8.502151,hold,0,0,0,0,7.972114,1.88,80.381916,20.309999,99765.3601,,,,,,,,,
29-05-2002,16.316416,8.460221,buy,0,0,0,0,7.856195,1.79,79.787049,20.389999,99730.5844,,,,,,,,,
30-05-2002,16.490051,8.479573,sell,21.5728,0.013255728,-38.0597,-0.046993225,8.010478,1.8,79.56397,20.610001,99792.2976,,,,,,,,,
31-05-2002,16.447957,8.486024,hold,0,0,0,0,7.961933,1.79,79.727561,19.98,99777.7341,,,,,,,,,
03-06-2002,16.000716,8.337656,sell,-7.3663,-0.004582634,-26.1257,-0.032348204,7.66306,1.83,77.608335,23.370001,99688.0722,,,,,,,,,
04-06-2002,16.084902,8.395713,buy,0,0,0,0,7.689189,1.73,77.801663,23.889999,99693.298,,,,,,,,,
05-06-2002,16.063856,8.286049,buy,0,0,0,0,7.777807,1.7,78.530383,22.610001,99719.8834,,,,,,,,,
06-06-2002,15.731463,8.04737,sell,-48.4981,-0.029906742,15.8044,0.019260942,7.684093,1.75,76.931666,24.16,99682.3978,,,,,,,,,
07-06-2002,15.683598,8.128005,sell,-63.2818,-0.03878413,33.2216,0.039268005,7.555593,1.73,76.842434,23.51,99643.8478,,,,,,,,,
10-06-2002,15.699554,8.160258,hold,0,0,0,0,7.539296,1.76,77.13987,23.719999,99640.5884,,,,,,,,,
11-06-2002,15.481504,7.998988,sell,-60.3398,-0.037513315,39.6725,0.047253283,7.482516,1.72,75.816284,24.450001,99629.2324,,,,,,,,,
12-06-2002,15.688917,8.063497,buy,0,0,0,0,7.62542,1.75,76.27731,24.15,99643.5228,,,,,,,,,
13-06-2002,15.827192,8.040919,hold,0,0,0,0,7.786273,1.76,75.511415,25.02,99675.6934,,,,,,,,,
14-06-2002,15.896329,8.147357,hold,0,0,0,0,7.748972,1.75,75.399876,25.959999,99668.2332,,,,,,,,,
17-06-2002,16.082469,8.05382,sell,1.8613,0.001158688,23.2229,0.028026506,8.028649,1.82,77.422437,24.639999,99724.1686,,,,,,,,,
18-06-2002,16.130334,8.140906,hold,0,0,0,0,7.989428,1.71,78.054487,24.24,99720.2465,,,,,,,,,
19-06-2002,15.954831,8.028017,hold,0,0,0,0,7.926814,1.69,76.232691,26.059999,99713.9851,,,,,,,,,
20-06-2002,15.960149,8.050595,buy,0,0,0,0,7.909554,1.75,75.258592,27.48,99712.2591,,,,,,,,,
21-06-2002,16.093106,8.153808,hold,0,0,0,0,7.939298,1.74,74.08185,27.23,99718.2079,,,,,,,,,
24-06-2002,16.045241,7.944157,sell,35.6324,0.022711829,11.934,0.01480003,8.101084,1.77,74.469872,26.98,99750.5651,,,,,,,,,
25-06-2002,16.008014,8.031243,sell,4.7865,0.002999032,1.9352,0.002403797,7.976771,1.75,72.7984,27.84,99738.1338,,,,,,,,,
26-06-2002,15.954831,8.005439,sell,0,0,0,0,7.949392,1.78,72.917794,28.42,99738.1338,,,,,,,,,
27-06-2002,16.140971,8.063497,buy,-18.614,-0.011666686,5.8058,0.007252319,8.077474,1.81,74.19378,26.290001,99725.3256,,,,,,,,,
28-06-2002,16.417521,8.150583,sell,0,0,0,0,8.266938,1.73,73.843069,25.4,99725.3256,,,,,,,,,
01-07-2002,16.380292,8.21509,sell,0,0,0,0,8.165202,1.83,72.40292,27.110001,99735.4992,,,,,,,,,
02-07-2002,16.337746,7.986087,sell,0,0,0,0,8.351659,1.72,70.865768,28.959999,99698.2078,,,,,,,,,
03-07-2002,16.215426,7.837718,buy,20.2095,0.012309715,-31.2865,-0.038385598,8.377708,1.71,71.268712,29.42,99690.3931,,,,,,,,,
05-07-2002,16.353701,7.879649,hold,0,0,0,0,8.474052,1.72,74.104235,27.110001,99671.1243,,,,,,,,,
08-07-2002,16.178198,7.844169,sell,0,0,0,0,8.334029,1.75,73.178959,28.25,99699.1289,,,,,,,,,
09-07-2002,15.704872,7.679674,buy,67.542,0.041233697,-53.5416,-0.065174697,8.025198,1.72,71.335867,30.219999,99791.7782,,,,,,,,,
10-07-2002,15.21559,7.52163,sell,0,0,0,0,7.69396,1.74,68.739125,34.099998,99858.0258,,,,,,,,,
11-07-2002,15.465549,7.695801,buy,87.2197,0.053385394,-29.0286,-0.036348965,7.769748,1.76,69.298768,33.849998,99835.2894,,,,,,,,,
12-07-2002,15.040087,7.547433,sell,0,0,0,0,7.492654,1.71,68.53765,32.939999,99890.7082,,,,,,,,,
15-07-2002,15.204954,7.64097,hold,0,0,0,0,7.563984,1.83,68.903282,35.029999,99869.3092,,,,,,,,,
16-07-2002,14.837992,7.40229,hold,0,0,0,0,7.435702,1.72,67.575063,36.650002,99907.7938,,,,,,,,,
17-07-2002,14.891175,7.379712,buy,128.7023,0.079552927,-46.4457,-0.059210479,7.511463,1.71,67.709377,35.450001,99885.0655,,,,,,,,,
18-07-2002,14.827356,7.189414,buy,38.8234,0.02551554,-33.2216,-0.044168086,7.637942,1.74,65.515579,35.119999,99859.7697,,,,,,,,,
19-07-2002,14.093434,7.089426,sell,0,0,0,0,7.004008,1.72,63.209846,38.169998,99923.1631,,,,,,,,,
22-07-2002,13.795611,7.031369,hold,0,0,0,0,6.764242,1.77,61.336905,41.869999,99971.1163,,,,,,,,,
23-07-2002,12.896821,6.692702,hold,0,0,0,0,6.204119,1.73,59.657975,44.919998,100083.1409,,,,,,,,,
24-07-2002,13.870066,7.028144,sell,0,0,0,0,6.841922,1.67,63.21731,39.860001,99955.5803,,,,,,,,,
25-07-2002,14.268937,7.428093,sell,0,0,0,0,6.840844,1.75,62.680051,39.27,99955.9037,,,,,,,,,
26-07-2002,14.449758,7.715154,hold,0,0,0,0,6.734604,1.69,63.873956,35.509998,99998.3997,,,,,,,,,
29-07-2002,14.678444,7.757084,hold,0,0,0,0,6.92136,1.75,66.985571,31.33,99923.6973,,,,,,,,,
30-07-2002,15.566597,8.121554,hold,0,0,0,0,7.445043,1.71,67.858619,31.92,99714.2241,,,,,,,,,
31-07-2002,15.768691,8.169935,buy,-72.8604,-0.048444135,62.2502,0.082478639,7.598756,1.76,68.022782,32.029999,99652.7389,,,,,,,,,
01-08-2002,15.571915,8.050595,buy,-147.8481,-0.10490566,96.1169,0.135577831,7.52132,1.79,66.246844,36.950001,99675.9697,,,,,,,,,
02-08-2002,14.869902,8.060271,buy,-99.9836,-0.072085886,103.2127,0.146856268,6.809631,1.72,64.761925,41.290001,99818.3075,,,,,,,,,
05-08-2002,14.917766,7.931255,hold,0,0,0,0,6.986511,1.77,62.508425,45.080002,99800.6195,,,,,,,,,
06-08-2002,15.36982,8.260246,buy,-110.0883,-0.077152419,83.2153,0.112027811,7.109574,1.74,64.612683,42.029999,99788.3132,,,,,,,,,
07-08-2002,15.540005,8.244119,buy,0,0,0,0,7.295886,1.71,65.739433,38.73,99788.3132,,,,,,,,,
08-08-2002,15.348547,8.144132,hold,0,0,0,0,7.204415,1.71,67.866077,36.330002,99779.1661,,,,,,,,,
09-08-2002,15.300683,8.198963,sell,-23.9322,-0.015400381,4.5156,0.005477359,7.10172,1.68,68.119785,35.330002,99768.8966,,,,,,,,,
12-08-2002,15.481504,8.358261,hold,0,0,0,0,7.123243,1.76,67.619838,37.049999,99768.8966,,,,,,,,,
13-08-2002,15.103906,8.195712,sell,0,0,0,0,6.908194,1.74,66.388622,35.82,99768.8966,,,,,,,,,
14-08-2002,15.497459,8.338755,buy,-39.3553,-0.026056372,14.3043,0.017453395,7.158704,1.78,68.813743,32.360001,99743.8456,,,,,,,,,
15-08-2002,15.438958,8.381018,sell,0,0,0,0,7.05794,1.87,69.768866,29.43,99743.8456,,,,,,,,,
16-08-2002,15.151771,8.228222,sell,0,0,0,0,6.923549,1.7,69.559934,28.809999,99757.2847,,,,,,,,,
19-08-2002,15.146452,8.257481,hold,0,0,0,0,6.888971,1.72,71.186631,28.610001,99764.2003,,,,,,,,,
20-08-2002,15.056042,8.143697,sell,0,0,0,0,6.912345,1.7,70.432976,29.59,99759.5255,,,,,,,,,
21-08-2002,15.391094,8.228222,hold,0,0,0,0,7.162872,1.72,71.447796,28.23,99684.3674,,,,,,,,,
22-08-2002,15.699554,8.413528,sell,0,0,0,0,7.286026,1.73,72.141754,27.75,99647.4212,,,,,,,,,
23-08-2002,15.460231,8.309497,hold,0,0,0,0,7.150734,1.72,70.589675,29.32,99701.538,,,,,,,,,
26-08-2002,15.61978,8.371265,buy,-18.0822,-0.01171206,-0.9753,-0.001163701,7.248515,1.81,71.082164,29.889999,99662.4256,,,,,,,,,
27-08-2002,15.327274,8.400524,hold,0,0,0,0,6.92675,1.79,70.261355,30.110001,99758.9551,,,,,,,,,
28-08-2002,15.199635,8.371265,hold,0,0,0,0,6.82837,1.8,68.724198,33.32,99788.4691,,,,,,,,,
29-08-2002,15.087952,8.289991,sell,0,0,0,0,6.797961,1.82,68.754046,33.669998,99797.5918,,,,,,,,,
30-08-2002,14.880538,8.260732,hold,0,0,0,0,6.619806,1.81,68.485417,32.639999,99868.8538,,,,,,,,,
03-09-2002,14.582715,8.283489,buy,56.9056,0.037557062,5.5267,0.006716761,6.299226,1.87,65.873748,39.970001,99997.0858,,,,,,,,,
04-09-2002,14.657171,8.289991,sell,0,0,0,0,6.36718,1.74,66.81395,37.439999,99976.6996,,,,,,,,,
05-09-2002,14.502941,8.250979,hold,0,0,0,0,6.251962,1.75,66.246844,38.860001,100022.7868,,,,,,,,,
06-09-2002,14.360307,8.315999,buy,69.5735,0.046209688,17.2302,0.021157713,6.044308,1.71,67.157198,36.330002,100105.8484,,,,,,,,,
09-09-2002,14.263424,8.192462,hold,0,0,0,0,6.070962,1.76,67.649686,36.450001,100097.8522,,,,,,,,,
10-09-2002,14.290335,8.029913,buy,140.9219,0.089761722,-38.3615,-0.045595023,6.260422,1.74,68.42572,35.080002,100041.0142,,,,,,,,,
11-09-2002,14.075039,8.068924,hold,0,0,0,0,6.006115,1.72,68.000391,34.810001,100091.8756,,,,,,,,,
12-09-2002,13.730564,7.948639,sell,0,0,0,0,5.781925,1.74,66.74679,37.5,100136.7136,,,,,,,,,
13-09-2002,13.902801,8.163203,hold,0,0,0,0,5.739598,1.72,66.910953,35.82,100149.4117,,,,,,,,,
16-09-2002,14.053509,8.195712,hold,0,0,0,0,5.857797,1.83,67.075116,36.740002,100113.952,,,,,,,,,
17-09-2002,13.649828,7.899873,hold,0,0,0,0,5.749955,1.72,65.537964,38.009998,100146.3046,,,,,,,,,
18-09-2002,14.091186,8.107936,buy,99.6766,0.066063704,-18.2055,-0.02196082,5.98325,1.68,64.881313,37.52,100076.3161,,,,,,,,,
19-09-2002,13.983537,8.029913,hold,0,0,0,0,5.953624,1.69,63.202383,40.650002,100082.2413,,,,,,,,,
20-09-2002,13.692887,8.013658,buy,96.4284,0.06578923,-27.6333,-0.033333329,5.679229,1.7,63.223374,38.98,100137.1203,,,,,,,,,
23-09-2002,13.671357,7.971395,buy,5.9207,0.004312059,2.2756,0.00286288,5.699962,1.74,62.706198,39.68,100135.047,,,,,,,,,
24-09-2002,13.563709,7.85436,buy,0,0,0,0,5.709349,1.75,61.694319,40.52,100135.047,,,,,,,,,
25-09-2002,13.881272,7.951889,sell,31.7563,0.023412696,-9.7529,-0.01241718,5.929383,1.79,63.223374,37.330002,100157.0504,,,,,,,,,
26-09-2002,14.198834,8.12094,sell,0,0,0,0,6.077894,1.8,64.257737,34.599998,100157.0504,,,,,,,,,
27-09-2002,13.94586,8.049419,buy,25.2974,0.017816533,-7.1521,-0.008806985,5.896441,1.78,62.024117,36.970001,100175.1957,,,,,,,,,
30-09-2002,14.005067,7.899873,buy,0,0,0,0,6.105194,1.85,61.304563,39.689999,100175.1957,,,,,,,,,
01-10-2002,14.328013,8.062422,buy,0,0,0,0,6.265591,1.85,64.25024,34.119999,100191.2354,,,,,,,,,
02-10-2002,13.8113,7.948639,buy,0,0,0,0,5.862661,1.75,62.323933,36.830002,100110.6494,,,,,,,,,
03-10-2002,13.795152,7.964893,buy,0,0,0,0,5.830259,1.76,61.694319,37.310001,100100.9288,,,,,,,,,
04-10-2002,13.752093,7.78609,buy,0,0,0,0,5.966003,1.72,60.562524,39.459999,100155.2264,,,,,,,,,
07-10-2002,13.665974,7.75358,buy,0,0,0,0,5.912394,1.74,59.310794,42.639999,100128.4219,,,,,,,,,
08-10-2002,13.725181,7.704815,buy,0,0,0,0,6.020366,1.72,60.240223,41.02,100193.2051,,,,,,,,,
09-10-2002,13.628297,7.298443,buy,0,0,0,0,6.329854,1.73,58.538773,42.130001,100409.8467,,,,,,,,,
10-10-2002,14.866256,7.636544,sell,86.1189,0.061491245,26.3329,0.033333321,7.229712,1.75,60.435098,37.549999,101129.7331,,,,,,,,,
11-10-2002,14.758607,7.610537,sell,43.0594,0.030052597,45.1885,0.056048294,7.14807,1.73,63.080966,35.700001,101072.5837,,,,,,,,,
14-10-2002,14.688636,7.532513,buy,0,0,0,0,7.156123,1.73,63.433243,36.040001,101077.4155,,,,,,,,,
15-10-2002,14.559457,7.672305,sell,74.8157,0.054169919,27.6334,0.034764945,6.887152,1.88,66.483855,34.02,100889.1358,,,,,,,,,
16-10-2002,14.075039,7.441486,hold,0,0,0,0,6.633553,1.73,64.872357,36,100736.9764,,,,,,,,,
17-10-2002,14.54331,7.649549,hold,0,0,0,0,6.893761,1.74,66.161554,34.099998,100893.1012,,,,,,,,,
18-10-2002,14.586369,7.584529,buy,0,0,0,0,7.00184,1.71,66.438884,33.529999,100957.9486,,,,,,,,,
21-10-2002,14.995434,7.02211,hold,0,0,0,0,7.973324,1.73,67.585674,33.110001,101637.9874,,,,,,,,,
22-10-2002,14.920079,7.126141,sell,112.4927,0.081545096,83.8752,0.105306123,7.793938,1.71,67.098474,34.09,101512.4172,,,,,,,,,
23-10-2002,15.183818,7.259431,buy,0,0,0,0,7.924387,1.76,67.608159,33.200001,101590.6866,,,,,,,,,
24-10-2002,15.259172,7.191161,sell,150.7079,0.109589064,59.4929,0.076409212,8.068011,1.8,66.229015,34.029999,101691.2234,,,,,,,,,
25-10-2002,15.522911,7.083879,buy,0,0,0,0,8.439032,1.82,67.608159,30,101913.836,,,,,,,,,
28-10-2002,15.716678,7.148898,buy,0,0,0,0,8.56778,1.79,67.165935,31.07,102003.9596,,,,,,,,,
29-10-2002,15.582118,7.275686,sell,191.6144,0.140212765,47.7894,0.06163527,8.306432,1.75,66.386417,32.27,101794.8812,,,,,,,,,
30-10-2002,15.619795,7.431733,buy,0,0,0,0,8.188062,1.72,67.031019,31.23,101712.0222,,,,,,,,,
31-10-2002,15.705913,7.470745,sell,198.0732,0.144313725,23.407,0.030379704,8.235168,1.82,66.348938,31.139999,101749.707,,,,,,,,,
01-11-2002,15.748973,7.542266,buy,0,0,0,0,8.206707,1.74,67.660626,29.299999,101729.7843,,,,,,,,,
04-11-2002,15.862003,7.591031,hold,0,0,0,0,8.270972,1.71,68.305228,30.82,101781.1963,,,,,,,,,
05-11-2002,15.975035,7.623541,hold,0,0,0,0,8.351494,1.64,68.844895,31.23,101845.6139,,,,,,,,,
06-11-2002,16.071918,7.711317,buy,0,0,0,0,8.360601,1.48,69.736845,30.73,101852.8995,,,,,,,,,
07-11-2002,15.759738,7.470745,sell,213.1441,0.156398191,-17.2302,-0.023608049,8.288993,1.27,68.027903,31.42,101788.4523,,,,,,,,,
08-11-2002,15.533676,7.376467,hold,0,0,0,0,8.157209,1.18,67.195918,29.41,101683.0251,,,,,,,,,
11-11-2002,15.442175,7.35371,buy,0,0,0,0,8.088465,1.18,66.154063,31.299999,101628.0299,,,,,,,,,
12-11-2002,15.060022,7.199551,hold,0,0,0,0,7.860471,1.29,66.678736,30.58,101422.8353,,,,,,,,,
13-11-2002,15.323761,7.32419,buy,0,0,0,0,7.999571,1.17,66.746197,31.24,101548.0253,,,,,,,,,
14-11-2002,15.592882,7.416029,sell,90.4246,0.061560924,11.6484,0.015464162,8.176853,1.29,68.005418,28.67,101725.3073,,,,,,,,,
15-11-2002,15.910445,7.416029,hold,0,0,0,0,8.494416,1.35,68.507606,26.65,102011.114,,,,,,,,,
18-11-2002,15.835091,7.432429,sell,124.8722,0.085608831,15.21,0.020053981,8.402662,1.21,67.818034,27.66,101928.5354,,,,,,,,,
19-11-2002,15.926593,7.425869,hold,0,0,0,0,8.500724,1.2,67.728088,27.41,102006.985,,,,,,,,,
20-11-2002,15.867386,7.435709,sell,68.3568,0.045019507,-17.6278,-0.024282619,8.431677,1.23,69.234657,25.32,101951.7474,,,,,,,,,
21-11-2002,15.958887,7.343869,buy,0,0,0,0,8.615018,1.27,70.523854,23.809999,102080.0861,,,,,,,,,
22-11-2002,16.104213,7.461949,buy,0,0,0,0,8.642264,1.25,70.021666,23.16,102101.8829,,,,,,,,,
25-11-2002,16.335657,7.593148,sell,81.2746,0.052357834,-50.9269,-0.071891262,8.742509,1.32,70.066642,24.07,102192.1034,,,,,,,,,
26-11-2002,16.09883,7.534108,hold,0,0,0,0,8.564722,1.26,68.732463,25.969999,102049.8738,,,,,,,,,
27-11-2002,16.195714,7.573468,sell,47.9036,0.030479469,-42.457,-0.059389573,8.622246,1.27,70.666268,27.25,102095.893,,,,,,,,,
29-11-2002,16.195714,7.547228,hold,0,0,0,0,8.648486,1.23,70.441411,27.5,102114.261,,,,,,,,,
02-12-2002,16.314127,7.543948,hold,0,0,0,0,8.770179,1.27,70.553836,27.459999,102199.4461,,,,,,,,,
03-12-2002,16.4756,7.675147,hold,0,0,0,0,8.800453,1.24,69.609425,28.33,102220.6379,,,,,,,,,
04-12-2002,16.34104,7.635788,buy,0,0,0,0,8.705252,1.23,69.294615,28.92,102153.9972,,,,,,,,,
05-12-2002,16.34104,7.822746,buy,0,0,0,0,8.518294,1.24,68.530091,30.1,102004.4308,,,,,,,,,
06-12-2002,16.26759,7.868666,buy,0,0,0,0,8.398924,1.21,68.979812,28.879999,101896.9978,,,,,,,,,
09-12-2002,16.234946,7.839146,hold,0,0,0,0,8.3958,1.22,67.083486,30.780001,101893.8738,,,,,,,,,
10-12-2002,16.376403,7.888345,hold,0,0,0,0,8.488058,1.22,67.982927,28.76,101986.1318,,,,,,,,,
11-12-2002,16.419929,7.953945,buy,0,0,0,0,8.465984,1.29,68.042891,27.76,101964.0578,,,,,,,,,
12-12-2002,16.566827,7.930986,buy,0,0,0,0,8.635841,1.29,68.035394,27.290001,102150.9005,,,,,,,,,
13-12-2002,16.730046,7.898186,sell,111.0251,0.071079742,-46.6453,-0.062765037,8.83186,1.25,66.963557,28.18,102386.1233,,,,,,,,,
16-12-2002,16.773572,7.960505,hold,0,0,0,0,8.813067,1.36,68.69499,26.24,102365.451,,,,,,,,,
17-12-2002,16.713724,7.944105,buy,0,0,0,0,8.769619,1.26,68.095359,26.66,102317.6582,,,,,,,,,
18-12-2002,16.675639,7.986745,hold,0,0,0,0,8.688894,1.25,67.308349,28.290001,102220.7882,,,,,,,,,
19-12-2002,16.566827,8.019545,sell,81.7854,0.051930624,-47.7279,-0.063280584,8.547282,1.28,66.828646,30.209999,102050.8538,,,,,,,,,
20-12-2002,16.827979,8.035945,sell,75.6061,0.047042363,-32.4628,-0.042097608,8.792034,1.26,67.782215,26.709999,102320.081,,,,,,,,,
23-12-2002,16.577707,8.068745,buy,0,0,0,0,8.508962,1.28,67.80481,26.200001,102037.009,,,,,,,,,
24-12-2002,16.599471,8.078584,sell,115.7296,0.074943847,-72.4874,-0.098572557,8.520887,1.15,67.300155,26.49,102050.1265,,,,,,,,,
26-12-2002,16.76269,8.199944,sell,143.8929,0.093901817,-87.5754,-0.119570082,8.562746,1.28,67.330284,27.370001,102091.9855,,,,,,,,,
27-12-2002,16.496098,8.199944,sell,53.7211,0.033662185,-85.6075,-0.116570026,8.296154,1.2,65.816311,29.549999,101852.0527,,,,,,,,,
30-12-2002,16.75181,8.249143,hold,0,0,0,0,8.502667,1.23,66.366164,29.620001,102017.2631,,,,,,,,,
31-12-2002,16.8443,8.265543,sell,74.0087,0.045956111,-80.3594,-0.10769224,8.578757,1.16,66.456552,28.620001,102078.1351,,,,,,,,,
02-01-2003,17.061927,8.413142,buy,0,0,0,0,8.648785,1.3,68.595693,25.389999,102127.1547,,,,,,,,,
03-01-2003,17.241469,8.393462,hold,0,0,0,0,8.848007,1.12,68.806593,24.68,102286.5323,,,,,,,,,
06-01-2003,17.698484,8.68538,sell,135.7444,0.083069621,-104.9592,-0.137456933,9.013104,1.22,70.019277,24.91,102418.6099,,,,,,,,,
07-01-2003,17.393807,8.544341,buy,0,0,0,0,8.849466,1.2,69.84604,25.129999,102304.0633,,,,,,,,,
08-01-2003,17.312197,8.564021,buy,0,0,0,0,8.748176,1.29,68.836723,25.530001,102223.0313,,,,,,,,,
09-01-2003,17.529825,8.498421,hold,0,0,0,0,9.031404,1.29,69.906293,24.25,102477.9365,,,,,,,,,
10-01-2003,17.459096,8.445942,buy,0,0,0,0,9.013154,1.25,70.094598,24.32,102461.5115,,,,,,,,,
